Gmt time,"     Open","   High","   Low","   Close"," Open-target","High-target","Low-target","Close-taget"
"10.03.2010 ","1.36051","1.36795","1.35416","1.36408","1.36424","1.36862","1.36175","1.36810"
"11.03.2010 ","1.36424","1.36862","1.36175","1.36810","1.36804","1.37981","1.36671","1.37653"
"12.03.2010 ","1.36804","1.37981","1.36671","1.37653","1.37653","1.37653","1.37653","1.37653"
"13.03.2010 ","1.37653","1.37653","1.37653","1.37653","1.37699","1.37778","1.37560","1.37712"
"14.03.2010 ","1.37699","1.37778","1.37560","1.37712","1.37714","1.37738","1.36382","1.36737"
"15.03.2010 ","1.37714","1.37738","1.36382","1.36737","1.36734","1.37808","1.36549","1.37663"
"16.03.2010 ","1.36734","1.37808","1.36549","1.37663","1.37664","1.38171","1.37232","1.37344"
"17.03.2010 ","1.37664","1.38171","1.37232","1.37344","1.37371","1.37387","1.35826","1.36089"
"18.03.2010 ","1.37371","1.37387","1.35826","1.36089","1.36081","1.36269","1.34997","1.35292"
"19.03.2010 ","1.36081","1.36269","1.34997","1.35292","1.35292","1.35292","1.35292","1.35292"
"20.03.2010 ","1.35292","1.35292","1.35292","1.35292","1.35340","1.35387","1.35093","1.35120"
"21.03.2010 ","1.35340","1.35387","1.35093","1.35120","1.35124","1.35678","1.34606","1.35661"
"22.03.2010 ","1.35124","1.35678","1.34606","1.35661","1.35665","1.35679","1.34584","1.34668"
"23.03.2010 ","1.35665","1.35679","1.34584","1.34668","1.34673","1.34855","1.33017","1.33270"
"24.03.2010 ","1.34673","1.34855","1.33017","1.33270","1.33283","1.33881","1.32658","1.33038"
"25.03.2010 ","1.33283","1.33881","1.32658","1.33038","1.33043","1.34246","1.32984","1.34072"
"26.03.2010 ","1.33043","1.34246","1.32984","1.34072","1.34072","1.34072","1.34072","1.34072"
"27.03.2010 ","1.34072","1.34072","1.34072","1.34072","1.34147","1.34903","1.34147","1.34441"
"28.03.2010 ","1.34147","1.34903","1.34147","1.34441","1.34453","1.35051","1.34149","1.34878"
"29.03.2010 ","1.34453","1.35051","1.34149","1.34878","1.34893","1.35348","1.33931","1.34315"
"30.03.2010 ","1.34893","1.35348","1.33931","1.34315","1.34323","1.35475","1.33819","1.35257"
"31.03.2010 ","1.34323","1.35475","1.33819","1.35257","1.35253","1.35904","1.34575","1.35869"
"01.04.2010 ","1.35253","1.35904","1.34575","1.35869","1.35867","1.35881","1.34713","1.35014"
"02.04.2010 ","1.35867","1.35881","1.34713","1.35014","1.35014","1.35014","1.35014","1.35014"
"03.04.2010 ","1.35014","1.35014","1.35014","1.35014","1.34970","1.35016","1.34790","1.34931"
"04.04.2010 ","1.34970","1.35016","1.34790","1.34931","1.34942","1.35380","1.34562","1.34677"
"05.04.2010 ","1.34942","1.35380","1.34562","1.34677","1.34685","1.34685","1.33536","1.33811"
"06.04.2010 ","1.34685","1.34685","1.33536","1.33811","1.33807","1.34018","1.33201","1.33298"
"07.04.2010 ","1.33807","1.34018","1.33201","1.33298","1.33297","1.33815","1.32786","1.33733"
"08.04.2010 ","1.33297","1.33815","1.32786","1.33733","1.33736","1.35008","1.33363","1.34985"
