Date,Open,High,Low,Close
2007-05-21,1.349224,1.3540258,1.3443708,1.3491393
2007-05-22,1.348258,1.3530549,1.3434119,1.3481745
2007-05-23,1.347941,1.352737,1.343097,1.3478578
2007-05-24,1.3477442,1.3525381,1.3429022,1.3476614
2007-05-25,1.3480831,1.3528776,1.3432395,1.3479998
2007-05-26,1.3482851,1.3530807,1.34344,1.3482012
2007-05-27,1.3481944,1.3529905,1.3433495,1.3481108
2007-05-28,1.3481625,1.3529594,1.3433168,1.3480788
2007-05-29,1.3479235,1.3527195,1.3430789,1.3478403
2007-05-30,1.3474717,1.3522646,1.3426304,1.3473885
2007-05-31,1.3478026,1.3525965,1.3429604,1.3477197
2007-06-01,1.3487207,1.3535143,1.3438761,1.3486364
2007-06-02,1.3501245,1.3549219,1.3452742,1.3500385
2007-06-03,1.3511567,1.355959,1.3462994,1.3510697
2007-06-04,1.3510059,1.3558142,1.3461428,1.350919
2007-06-05,1.3494848,1.3542942,1.344624,1.3493996
2007-06-06,1.34644,1.3512399,1.3415949,1.3463587
2007-06-07,1.3430943,1.34788,1.3382711,1.3430171
2007-06-08,1.3403863,1.3451589,1.3355806,1.3403124
2007-06-09,1.3388089,1.3435773,1.3340113,1.3387368
2007-06-10,1.3374789,1.3422431,1.3326874,1.3374082
2007-06-11,1.3365965,1.3413557,1.3318126,1.3365271
2007-06-12,1.3365986,1.3413532,1.331819,1.3365293
2007-06-13,1.3374243,1.3421783,1.332643,1.3373536
2007-06-14,1.339474,1.3442357,1.3346817,1.3394011
2007-06-15,1.3416504,1.3464205,1.3368442,1.3415747
2007-06-16,1.3431762,1.3479527,1.3383608,1.3430986
2007-06-17,1.3437741,1.3485543,1.3389542,1.3436958
2007-06-18,1.3443997,1.3491831,1.3395753,1.3443209
2007-06-19,1.3452393,1.3500233,1.3404117,1.3451587
2007-06-20,1.3460989,1.3508843,1.3412693,1.3460181
2007-06-21,1.3470988,1.3518864,1.3422639,1.3470163
2007-06-22,1.3485531,1.3533483,1.3437076,1.3484689
2007-06-23,1.3491844,1.3539844,1.3443332,1.3490996
2007-06-24,1.3488961,1.3536952,1.3440464,1.3488117
2007-06-25,1.3489854,1.3537835,1.3441367,1.3489013
2007-06-26,1.3500212,1.354819,1.3451705,1.3499354
2007-06-27,1.3515496,1.3563495,1.3466928,1.3514618
2007-06-28,1.354026,1.358834,1.3491569,1.3539352
2007-06-29,1.3569825,1.3618008,1.3520968,1.3568884
2007-06-30,1.3595772,1.3644046,1.3546765,1.3594797
2007-07-01,1.3611144,1.3659477,1.3562055,1.3610154
2007-07-02,1.3626451,1.367486,1.3577247,1.3625437
2007-07-03,1.363488,1.3683333,1.3585622,1.3633864
2007-07-04,1.3636823,1.3685278,1.3587558,1.3635802
2007-07-05,1.3638664,1.3687121,1.3589394,1.3637642
2007-07-06,1.3647699,1.3696166,1.3598399,1.3646666
2007-07-07,1.3669394,1.3717897,1.3620014,1.3668334
2007-07-08,1.369472,1.3743275,1.3645239,1.3693631
2007-07-09,1.3725182,1.3773823,1.3675537,1.3724049
2007-07-10,1.3757938,1.3806722,1.3708088,1.3756768
2007-07-11,1.377916,1.3828044,1.3729165,1.3777965
2007-07-12,1.3785503,1.383442,1.3735456,1.37843
2007-07-13,1.3788619,1.3837556,1.3738558,1.3787417
2007-07-14,1.3789461,1.383839,1.3739395,1.3788252
2007-07-15,1.3792311,1.3841243,1.3742242,1.37911
2007-07-16,1.3797742,1.3846682,1.3747652,1.3796525
2007-07-17,1.3806244,1.385521,1.3756118,1.380502
2007-07-18,1.3816435,1.3865432,1.3766251,1.3815197
2007-07-19,1.3822693,1.3871719,1.3772471,1.3821446
2007-07-20,1.3826228,1.3875277,1.3775976,1.3824979
2007-07-21,1.38234,1.387247,1.3773136,1.3822155
2007-07-22,1.3808457,1.3857507,1.3758245,1.3807229
2007-07-23,1.3785237,1.3834231,1.3735125,1.3784038
2007-07-24,1.3753225,1.3802148,1.3703249,1.3752065
2007-07-25,1.371613,1.3764931,1.3666356,1.3715014
2007-07-26,1.3690848,1.3739538,1.3641241,1.3689761
2007-07-27,1.3679123,1.3727713,1.3629632,1.3678049
2007-07-28,1.3674942,1.3723483,1.3625507,1.3673879
2007-07-29,1.3685045,1.373363,1.3635547,1.3683963
2007-07-30,1.3703731,1.3752384,1.365413,1.3702629
2007-07-31,1.3720335,1.3769011,1.3670671,1.3719212
2007-08-01,1.3738364,1.3787056,1.3688645,1.3737216
2007-08-02,1.3765988,1.3814776,1.3716116,1.3764812
2007-08-03,1.3790262,1.3839167,1.3740215,1.378905
2007-08-04,1.3798835,1.3847806,1.3748713,1.3797618
2007-08-05,1.3794857,1.3843844,1.3744731,1.3793646
2007-08-06,1.3775228,1.3824185,1.3725176,1.3774041
2007-08-07,1.375116,1.3800043,1.3701229,1.3750001
2007-08-08,1.3731338,1.3780152,1.3681517,1.3730199
2007-08-09,1.3710152,1.3758875,1.3660467,1.3709042
2007-08-10,1.3684567,1.3733222,1.3635008,1.368349
2007-08-11,1.3657069,1.3705702,1.3607583,1.3656023
2007-08-12,1.360913,1.3657662,1.3559849,1.3608143
2007-08-13,1.355865,1.3607,1.3509655,1.3557725
2007-08-14,1.3515141,1.3563274,1.3466454,1.3514268
2007-08-15,1.349141,1.3539392,1.3442914,1.349056
2007-08-16,1.3489931,1.3537883,1.3441477,1.3489089
2007-08-17,1.3503355,1.3551369,1.3454804,1.3502492
2007-08-18,1.351168,1.3559723,1.3463085,1.351081
2007-08-19,1.3523525,1.3571589,1.3474891,1.3522637
2007-08-20,1.3544763,1.3592854,1.3496053,1.3543853
2007-08-21,1.3578093,1.3626255,1.3529241,1.3577139
2007-08-22,1.3617052,1.3665336,1.3567991,1.3616053
2007-08-23,1.3652451,1.3700894,1.3603163,1.3651412
2007-08-24,1.3670725,1.3719289,1.3621283,1.3669661
2007-08-25,1.3673983,1.3722597,1.3624475,1.3672911
2007-08-26,1.3664805,1.371338,1.3615358,1.3663746
2007-08-27,1.3659652,1.3708183,1.3610268,1.3658602
2007-08-28,1.3655066,1.3703563,1.3605716,1.3654021
2007-08-29,1.365767,1.3706197,1.3608289,1.3656621
2007-08-30,1.3660375,1.3708925,1.3610957,1.3659322
2007-08-31,1.365293,1.3701468,1.3603549,1.365189
2007-09-01,1.3644044,1.3692539,1.3594723,1.3643014
2007-09-02,1.3647602,1.3696091,1.3598285,1.3646569
2007-09-03,1.366071,1.3709191,1.3611362,1.3659656
2007-09-04,1.3683283,1.3731798,1.3633862,1.3682208
2007-09-05,1.371686,1.3765484,1.3667254,1.3715739
2007-09-06,1.3748724,1.3797468,1.3698931,1.3747566
2007-09-07,1.3775667,1.3824525,1.372571,1.3774475
2007-09-08,1.3798555,1.3847475,1.3748491,1.379734
2007-09-09,1.3819944,1.386891,1.3769791,1.3818703
2007-09-10,1.3840504,1.3889537,1.3790233,1.3839234
2007-09-11,1.3858696,1.3907812,1.3808308,1.3857406
2007-09-12,1.3870394,1.3919584,1.3819911,1.3869091
2007-09-13,1.3870913,1.392011,1.3820415,1.3869611
2007-09-14,1.3871105,1.3920282,1.3820632,1.3869803
2007-09-15,1.3883761,1.3932939,1.3833253,1.3882439
2007-09-16,1.3906935,1.395614,1.3856354,1.3905585
2007-09-17,1.3943149,1.3992437,1.3892412,1.3941755
2007-09-18,1.3984867,1.4034284,1.3933909,1.3983423
2007-09-19,1.4020716,1.407027,1.3969548,1.401923
2007-09-20,1.4045949,1.4095615,1.3994617,1.4044434
2007-09-21,1.4061753,1.4111484,1.4010324,1.4060216
2007-09-22,1.4069978,1.4119726,1.4018517,1.4068432
2007-09-23,1.4079508,1.4129272,1.4028015,1.4077953
2007-09-24,1.4097216,1.4147009,1.4045653,1.409564
2007-09-25,1.412435,1.4174199,1.407268,1.4122741
2007-09-26,1.4154257,1.4204175,1.4102442,1.4152607
2007-09-27,1.4178581,1.4228588,1.4126625,1.41769
2007-09-28,1.4194486,1.4244606,1.4142394,1.4192787
2007-09-29,1.4188993,1.4239163,1.4136868,1.4187306
2007-09-30,1.4162298,1.421242,1.4110272,1.4160641
2007-10-01,1.4131782,1.4181811,1.4079921,1.4130167
2007-10-02,1.4105737,1.415565,1.4054041,1.4104152
2007-10-03,1.4092393,1.414222,1.4040799,1.4090816
2007-10-04,1.4088308,1.4138124,1.4036741,1.4086736
2007-10-05,1.4084765,1.4134595,1.4033189,1.4083204
2007-10-06,1.4083505,1.4133338,1.403193,1.4081943
2007-10-07,1.4085932,1.4135734,1.4034381,1.4084369
2007-10-08,1.4091266,1.4141036,1.4039743,1.4089696
2007-10-09,1.4105748,1.4155554,1.405415,1.4104158
2007-10-10,1.4127661,1.4177573,1.4075918,1.4126048
2007-10-11,1.4138958,1.4188923,1.4087138,1.4137331
2007-10-12,1.414136,1.4191326,1.4089537,1.4139732
2007-10-13,1.4142274,1.4192231,1.4090447,1.4140639
2007-10-14,1.4152385,1.4202359,1.4100528,1.4150741
2007-10-15,1.4169085,1.4219086,1.4117162,1.4167418
2007-10-16,1.4187286,1.4237317,1.4135296,1.4185598
2007-10-17,1.4210854,1.4260951,1.415875,1.4209136
2007-10-18,1.4229884,1.4280077,1.417764,1.4228144
2007-10-19,1.4230645,1.4280889,1.4178348,1.4228907
2007-10-20,1.4221432,1.4271678,1.4169159,1.4219702
2007-10-21,1.4214028,1.4264231,1.4161813,1.4212314
2007-10-22,1.4211849,1.4261965,1.4159722,1.4210128
2007-10-23,1.4231437,1.4281564,1.4179258,1.4229697
2007-10-24,1.4266063,1.4316279,1.4213715,1.4264275
2007-10-25,1.4298085,1.4348414,1.4245555,1.4296257
2007-10-26,1.432227,1.4372703,1.4269595,1.4320421
2007-10-27,1.4338803,1.4389281,1.4286046,1.4336933
2007-10-28,1.4349327,1.4399837,1.429652,1.4347444
2007-10-29,1.4358376,1.4408903,1.4305532,1.435648
2007-10-30,1.4372083,1.4422644,1.4319172,1.4370174
2007-10-31,1.4387735,1.4438338,1.4334748,1.4385806
2007-11-01,1.4394815,1.444544,1.43418,1.439288
2007-11-02,1.440638,1.4457043,1.435329,1.4404428
2007-11-03,1.4426224,1.4476923,1.4373071,1.4424248
2007-11-04,1.444867,1.4499385,1.4395454,1.4446669
2007-11-05,1.4477363,1.4528112,1.4424047,1.4475327
2007-11-06,1.4513161,1.4564031,1.4459648,1.4511077
2007-11-07,1.4542398,1.4593401,1.4488688,1.454028
2007-11-08,1.4545579,1.4596639,1.4491816,1.454346
2007-11-09,1.4534966,1.4586034,1.4481211,1.4532857
2007-11-10,1.452278,1.4573797,1.4469101,1.4520687
2007-11-11,1.4515171,1.4566132,1.4461567,1.4513087
2007-11-12,1.4510194,1.4561104,1.4456644,1.4508113
2007-11-13,1.4519352,1.4570291,1.4465761,1.4517262
2007-11-14,1.4536268,1.4587275,1.4482567,1.4534155
2007-11-15,1.4538015,1.4589019,1.448432,1.4535904
2007-11-16,1.4549215,1.4600222,1.4495487,1.4547087
2007-11-17,1.4576277,1.4627317,1.4522462,1.4574118
2007-11-18,1.4606395,1.4657475,1.4552474,1.4604199
2007-11-19,1.4641086,1.4692247,1.4587014,1.4638844
2007-11-20,1.4675688,1.4726993,1.4621403,1.4673408
2007-11-21,1.4694278,1.4745677,1.4639854,1.4691976
2007-11-22,1.4696405,1.4747813,1.4641962,1.46941
2007-11-23,1.4696307,1.4747713,1.4641876,1.4694005
2007-11-24,1.4690387,1.4741772,1.4635983,1.4688088
2007-11-25,1.4686079,1.4737473,1.4631681,1.4683788
2007-11-26,1.4672734,1.4724141,1.4618349,1.4670461
2007-11-27,1.4641904,1.4693282,1.4587615,1.4639664
2007-11-28,1.4603497,1.4654777,1.4549377,1.4601297
2007-11-29,1.4574076,1.4625262,1.4520125,1.4571924
2007-11-30,1.4552023,1.4603082,1.449825,1.45499
2007-12-01,1.4548479,1.4599488,1.4494762,1.4546359
2007-12-02,1.4551748,1.4602798,1.4497974,1.4549618
2007-12-03,1.4551358,1.4602442,1.4497557,1.4549229
2007-12-04,1.454704,1.4598122,1.4493241,1.4544919
2007-12-05,1.453614,1.458716,1.4482431,1.4534034
2007-12-06,1.4531475,1.4582447,1.447782,1.4529369
2007-12-07,1.4546608,1.4597626,1.4492881,1.4544485
2007-12-08,1.4555261,1.4606298,1.4501503,1.4553131
2007-12-09,1.4560744,1.4611804,1.4506943,1.4558604
2007-12-10,1.4553216,1.4604317,1.449939,1.455109
2007-12-11,1.4520097,1.4571196,1.4466348,1.4518006
2007-12-12,1.4471058,1.4522079,1.4417481,1.4469024
2007-12-13,1.4416481,1.4467345,1.4363177,1.4414515
2007-12-14,1.436439,1.441504,1.4311421,1.436249
2007-12-15,1.4334805,1.438532,1.4282022,1.4332942
2007-12-16,1.4324365,1.437485,1.4271631,1.4322509
2007-12-17,1.431764,1.4368124,1.4264927,1.4315796
2007-12-18,1.4310812,1.4361266,1.4258137,1.4308972
2007-12-19,1.4303467,1.4353881,1.4250851,1.4301642
2007-12-20,1.4301928,1.4352322,1.4249339,1.4300101
2007-12-21,1.4308716,1.4359125,1.4256091,1.4306881
2007-12-22,1.4320632,1.4371065,1.4267964,1.4318783
2007-12-23,1.43426,1.4393052,1.428987,1.4340729
2007-12-24,1.4383423,1.4433918,1.4330561,1.4381499
2007-12-25,1.4436604,1.4487194,1.4383533,1.4434618
2007-12-26,1.4495308,1.4546062,1.4441946,1.4493248
2007-12-27,1.4544575,1.4595529,1.4490902,1.4542452
2007-12-28,1.4563708,1.4614816,1.4509854,1.4561565
2007-12-29,1.456308,1.461422,1.4509201,1.4560943
2007-12-30,1.4556754,1.4607834,1.4502945,1.4554622
2007-12-31,1.455731,1.4608319,1.4503567,1.4555179
2008-01-01,1.4569894,1.462091,1.4516115,1.4567742
2008-01-02,1.4597523,1.4648645,1.4543571,1.4595336
2008-01-03,1.4609895,1.466109,1.4555848,1.4607694
2008-01-04,1.4606837,1.4658052,1.4552789,1.4604646
2008-01-05,1.4597296,1.4648488,1.4543288,1.459511
2008-01-06,1.4591858,1.4643034,1.4537888,1.4589685
2008-01-07,1.4592214,1.4643338,1.4538279,1.4590038
2008-01-08,1.4601378,1.4652498,1.4547422,1.4599187
2008-01-09,1.4616522,1.466768,1.4562504,1.4614314
2008-01-10,1.4640365,1.4691584,1.4586227,1.4638125
2008-01-11,1.4662054,1.4713336,1.4607823,1.4659792
2008-01-12,1.4662662,1.4713967,1.46084,1.4660399
2008-01-13,1.465243,1.4703789,1.4598138,1.4650177
2008-01-14,1.4629117,1.4680481,1.4574866,1.4626893
2008-01-15,1.458848,1.4639746,1.4534421,1.4586309
2008-01-16,1.4542859,1.4593959,1.448906,1.4540745
2008-01-17,1.450876,1.4559762,1.4455128,1.4506683
2008-01-18,1.448694,1.4537904,1.4433393,1.4484893
2008-01-19,1.4473203,1.4524099,1.4419756,1.4471171
2008-01-20,1.4475261,1.4526088,1.4421875,1.4473227
2008-01-21,1.4492198,1.4542986,1.4438813,1.4490141
2008-01-22,1.4524497,1.4575382,1.4470937,1.4522393
2008-01-23,1.4558136,1.4609165,1.4504366,1.4555997
2008-01-24,1.4577874,1.4628987,1.4523978,1.4575708
2008-01-25,1.45889,1.4640023,1.4534974,1.4586726
2008-01-26,1.4599792,1.4650899,1.4545865,1.4597605
2008-01-27,1.4626766,1.4677922,1.4572732,1.4624546
2008-01-28,1.4656359,1.4707595,1.460218,1.4654106
2008-01-29,1.4674134,1.4725453,1.4619839,1.4671861
2008-01-30,1.4681792,1.473317,1.4627414,1.4679507
2008-01-31,1.4681304,1.4732697,1.4626913,1.4679021
2008-02-01,1.4667461,1.4718826,1.461313,1.4665192
2008-02-02,1.4637674,1.4689,1.4583447,1.4635441
2008-02-03,1.4603602,1.4654909,1.4549463,1.4601408
2008-02-04,1.45538,1.4605027,1.4499848,1.4551672
2008-02-05,1.4495114,1.4546157,1.4441469,1.4493053
2008-02-06,1.4449953,1.4500815,1.4396586,1.444795
2008-02-07,1.4428366,1.4479115,1.4375155,1.4426388
2008-02-08,1.4424107,1.447481,1.4370949,1.4422133
2008-02-09,1.4435753,1.4486485,1.4382544,1.4433767
2008-02-10,1.4449768,1.4500525,1.4396498,1.4447765
2008-02-11,1.4469818,1.4520607,1.4416485,1.446779
2008-02-12,1.4495113,1.4545953,1.4441671,1.4493049
2008-02-13,1.4519348,1.4570254,1.4465787,1.4517256
2008-02-14,1.4538298,1.4589282,1.4484615,1.4536185
2008-02-15,1.4554964,1.4606022,1.4501173,1.4552829
2008-02-16,1.4560155,1.4611222,1.4506347,1.4558015
2008-02-17,1.4569652,1.4620717,1.4515834,1.4567504
2008-02-18,1.4589986,1.4641061,1.4536109,1.4587812
2008-02-19,1.4618083,1.4669217,1.4564083,1.4615874
2008-02-20,1.4643601,1.469481,1.4589479,1.4641365
2008-02-21,1.4667646,1.4718949,1.4613373,1.4665375
2008-02-22,1.4688413,1.473977,1.4634047,1.468612
2008-02-23,1.4716275,1.4767635,1.4661846,1.4713945
2008-02-24,1.4762136,1.4813529,1.4707577,1.4759756
2008-02-25,1.4819666,1.4871156,1.4764888,1.4817213
2008-02-26,1.48827,1.4934386,1.4827592,1.4880172
2008-02-27,1.4934185,1.4986058,1.4878781,1.4931589
2008-02-28,1.4961076,1.5013049,1.4905517,1.4958454
2008-02-29,1.4971116,1.5023123,1.4915509,1.496848
2008-03-01,1.4976629,1.5028634,1.4921007,1.497399
2008-03-02,1.4994477,1.5046508,1.4938805,1.4991817
2008-03-03,1.50191,1.5071135,1.4963362,1.5016404
2008-03-04,1.5044044,1.5096127,1.498821,1.5041317
2008-03-05,1.5073099,1.5125268,1.5017118,1.5070341
2008-03-06,1.5098051,1.5150317,1.5041914,1.5095263
2008-03-07,1.5106148,1.5158447,1.504997,1.5103354
2008-03-08,1.511084,1.5163125,1.5054665,1.5108039
2008-03-09,1.5135697,1.5187981,1.5079467,1.5132866
2008-03-10,1.5169466,1.5221758,1.5113158,1.5166595
2008-03-11,1.5216358,1.526872,1.5159879,1.5213428
2008-03-12,1.5271283,1.532378,1.5214548,1.5268283
2008-03-13,1.5323646,1.5376273,1.5266671,1.5320584
2008-03-14,1.5350965,1.5403669,1.5293863,1.5347873
2008-03-15,1.5364717,1.5417495,1.5307512,1.536161
2008-03-16,1.5354322,1.540716,1.5297084,1.535123
2008-03-17,1.532012,1.5372981,1.5262933,1.5317068
2008-03-18,1.5264982,1.5317742,1.5208006,1.5261992
2008-03-19,1.52141,1.5266733,1.5157356,1.5211173
2008-03-20,1.5169328,1.5221803,1.5112832,1.5166452
2008-03-21,1.5157119,1.5209503,1.5100744,1.5154259
2008-03-22,1.5185676,1.5238031,1.5129266,1.5182781
2008-03-23,1.5234158,1.5286522,1.5177646,1.523121
2008-03-24,1.5294029,1.5346483,1.5237291,1.5291004
2008-03-25,1.5359868,1.5412521,1.5302794,1.5356764
2008-03-26,1.5406786,1.5459619,1.5349431,1.5403625
2008-03-27,1.5423115,1.5476004,1.5365674,1.5419936
2008-03-28,1.5414536,1.5467439,1.5357106,1.5411367
2008-03-29,1.5395583,1.5448496,1.533818,1.539244
2008-03-30,1.5371176,1.5424076,1.531384,1.5368061
2008-03-31,1.5348772,1.5401605,1.5291553,1.5345683
2008-04-01,1.5329095,1.5381806,1.5272033,1.532603
2008-04-02,1.5332556,1.5385236,1.5275514,1.5329484
2008-04-03,1.5346959,1.539968,1.5289845,1.5343866
2008-04-04,1.5361941,1.541472,1.5304737,1.5358833
2008-04-05,1.5369873,1.5422668,1.5312645,1.5366759
2008-04-06,1.537884,1.5431619,1.532161,1.5375719
2008-04-07,1.5388973,1.5441751,1.5331719,1.5385841
2008-04-08,1.5403978,1.5456804,1.5346644,1.5400825
2008-04-09,1.5411668,1.5464545,1.5354264,1.5408506
2008-04-10,1.5413399,1.5466298,1.5355971,1.5410231
2008-04-11,1.5409896,1.5462769,1.5352507,1.5406739
2008-04-12,1.5417058,1.5469908,1.5359671,1.5413888
2008-04-13,1.543233,1.5485163,1.537493,1.5429143
2008-04-14,1.5453522,1.5506407,1.5396025,1.5450311
2008-04-15,1.5465813,1.5518764,1.5408216,1.546258
2008-04-16,1.5467134,1.5520144,1.5409482,1.5463902
2008-04-17,1.5463085,1.5516089,1.540545,1.5459862
2008-04-18,1.5457313,1.5510242,1.5399773,1.5454099
2008-04-19,1.5467628,1.5520535,1.5410085,1.5464399
2008-04-20,1.5474805,1.5527757,1.5417192,1.5471563
2008-04-21,1.5464466,1.5517509,1.5406778,1.5461236
2008-04-22,1.5432682,1.5485756,1.537504,1.5429491
2008-04-23,1.5381153,1.5434128,1.5323715,1.5378026
2008-04-24,1.5328376,1.5381167,1.5271237,1.5325314
2008-04-25,1.5300239,1.5352919,1.5243268,1.5297207
2008-04-26,1.5293397,1.534607,1.5236449,1.5290376
2008-04-27,1.5285062,1.5337733,1.5228128,1.5282049
2008-04-28,1.5266144,1.5318828,1.5209239,1.5263149
2008-04-29,1.5234281,1.5286926,1.5177486,1.5231332
2008-04-30,1.5202904,1.5255483,1.5146234,1.5199986
2008-05-01,1.5178148,1.5230635,1.5121624,1.5175265
